Key,Value,Source / comment
non_energetic_emissions_other_ghg_waste_management,25.95536297,EEA (see etdataset/source_analyses/general/11_area/greenhouse_gas_emissions.xlsx for background and source data)
solar_pv_profile_1_share,1,
solar_pv_profile_2_share,0,
hydrogen_electrolysis_solar_pv_capacity_ratio,0.44,Different per country: calculated in modeling_experiments/electrolysers
number_of_buildings,979631.36393516,Estimated based on floor area from ENTRANZE and floor_area:number_of_buildings ratio in NL.
number_of_residences,27135200,ECUK Table 3.08 (see http://refman.et-model.com/publications/1884)
number_of_apartments,4094701.68,
number_of_corner_houses,0,
number_of_detached_houses,3343056.64,
number_of_semi_detached_houses,16351671.52,
number_of_terraced_houses,3345770.16,
typical_useful_demand_space_heating_apartment,0.0272375534482759,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_useful_demand_space_heating_corner_house,0.0442685071978022,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_useful_demand_space_heating_detached_house,0.0698179085393258,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_useful_demand_space_heating_semi_detached_house,0.0541724674137931,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_useful_demand_space_heating_terraced_house,0.0384352143103448,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_roof_surface_apartment_available_for_pv,1.90666666666667E-05,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_roof_surface_corner_house_available_for_pv,3.33E-05,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_roof_surface_detached_house_available_for_pv,6.17E-05,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_roof_surface_semi_detached_house_available_for_pv,4.58E-05,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_roof_surface_terraced_house_available_for_pv,3.25E-05,
heat_demand_reduction_medium_insulation_apartments,32,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_medium_insulation_corner_house,23,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_medium_insulation_detached_house,23,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_medium_insulation_semi_detached_house,26,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_medium_insulation_terraced_house,31,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_high_insulation_apartments,67,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_high_insulation_corner_house,71,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_high_insulation_detached_house,73,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_high_insulation_semi_detached_house,71,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_high_insulation_terraced_house,69,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
insulation_apartments_start_value,13,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
insulation_corner_houses_start_value,9,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
insulation_detached_houses_start_value,11,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
insulation_semi_detached_houses_start_value,13,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
insulation_terraced_houses_start_value,13,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
insulation_apartments_low_share,0.59375,
insulation_apartments_medium_share,0.40625,
insulation_apartments_high_share,0,
insulation_corner_houses_low_share,0.608695652173913,
insulation_corner_houses_medium_share,0.391304347826087,
insulation_corner_houses_high_share,0,
insulation_detached_houses_low_share,0.521739130434783,
insulation_detached_houses_medium_share,0.478260869565217,
insulation_detached_houses_high_share,0,
insulation_semi_detached_houses_low_share,0.5,
insulation_semi_detached_houses_medium_share,0.5,
insulation_semi_detached_houses_high_share,0,
insulation_terraced_houses_low_share,0.580645161290323,
insulation_terraced_houses_medium_share,0.419354838709677,
insulation_terraced_houses_high_share,0,
residences_roof_surface_available_for_pv,677,Total based on Ecofys analysis; share of residences is assumed as 2/3.
buildings_roof_surface_available_for_pv,339,Total based on Ecofys analysis; share of services is assumed as 1/3.
insulation_buildings_start_value,28.8,NL/2015 value; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_high_insulation_buildings,74,NL/2015 value; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
co2_emission_1990,568.2152473,1990 CO2 Emissions (energy related) according to IPCC version21. CRF avaiable on EEA download site. Summarized in: etdataset/source_analyses/eu/2015/11_area/201807_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v21.xlsx
co2_emission_1990_aviation_bunkers,15.37818186,1990 CO2 Emissions (energy related) according to IPCC version20. CRF avaiable on EEA download site. Summarized in: 201711_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v20.xlsx (source_analyses>eu>2011>11_area_data)
co2_emission_1990_marine_bunkers,8.69679035,1990 CO2 Emissions (energy related) according to IPCC version20. CRF avaiable on EEA download site. Summarized in: 201711_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v20.xlsx (source_analyses>eu>2011>11_area_data)
co2_percentage_free,0.85,
co2_price,0.005,www.energeia.nl Aug/6/2015 Cal16 forward price
economic_multiplier,0,This attribute is not yet relevant for UK 2012 as the employment module is switched off
employment_fraction_production,0,This attribute is not yet relevant for UK 2012 as the employment module is switched off
employment_local_fraction,0,This attribute is not yet relevant for UK 2012 as the employment module is switched off
man_hours_per_man_year,1800,
buildings_insulation_employment_constant,0,This attribute is not yet relevant for UK 2012 as the employment module is switched off
households_insulation_employment_constant,0.014,
lv_net_capacity_per_step,0.2,
lv_net_costs_per_capacity_step,183200,
lv_net_spare_capacity,0.25,
lv_net_total_costs_present,0,
lv_mv_trafo_capacity_per_step,0.2,
lv_mv_trafo_costs_per_capacity_step,40000,
lv_mv_trafo_spare_capacity,0.25,
lv_mv_trafo_total_costs_present,0,
mv_net_capacity_per_step,2,
mv_net_costs_per_capacity_step,1380000,
mv_net_spare_capacity,0.25,
mv_net_total_costs_present,0,
mv_hv_trafo_capacity_per_step,2,
mv_hv_trafo_costs_per_capacity_step,500000,
mv_hv_trafo_spare_capacity,0.25,
mv_hv_trafo_total_costs_present,0,
hv_net_capacity_per_step,20,
hv_net_costs_per_capacity_step,7280000,
hv_net_spare_capacity,0.25,
hv_net_total_costs_present,0,
interconnection_net_costs_present,0,
interconnector_capacity,5850,Dutch value as placeholder
offshore_net_costs_present,0,
annual_infrastructure_cost_gas,0,This attribute is not yet relevant for UK 2012 as the network module is switched off
heat_share_of_apartments_with_block_heating,0.15,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,3.2,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,4.6,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,5.8,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,7,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,10,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,1.7,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,3.5,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,5,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,6.3,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,8.9,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_households_indoor_pipelines_investment_costs_with_block_heating_eur,2022,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_households_indoor_pipelines_investment_costs_without_block_heating_eur,5984,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_buildings_indoor_investment_costs_eur_per_kw,151,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_buildings_heat_meter_investment_costs_eur_per_kw,1.35,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_buildings_heat_meter_investment_costs_eur_per_connection,913,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_exchanger_station_investment_costs_eur_per_kw,80,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_sub_station_investment_costs_eur_per_kw,135,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_distribution_pipelines_investment_costs_eur_per_meter,1200,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_primary_pipelines_investment_costs_per_kw,200,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_yearly_indoor_infrastructure_maintenance_costs_factor,0.025,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
heat_yearly_outdoor_infrastructure_maintenance_costs_factor,0.03,Vesta MAIS (PBL). See https://github.com/quintel/documentation/blob/master/general/heat_infrastructure_costs.md
number_of_cars,28467000,EUROSTAT (see source_analyses/eu/2013/8_transport)
electric_vehicle_profile_1_share,1,Assumed that at present all EV charge according to the Movares Overal laden profile
electric_vehicle_profile_2_share,0,Assumed that at present all EV charge according to the Movares Overal laden profile
electric_vehicle_profile_3_share,0,
electric_vehicle_profile_4_share,0,
electric_vehicle_profile_5_share,0,Assumed that at present all EV charge according to the Movares Overal laden profile
